,freq,0,15,45,30
0,1.0015443313953487,186763.3726624724,211600.26769989383,384559.8457862033,420178.37207236997
1,2.0030886627906974,173964.67899100075,217603.14171048778,283441.51681011525,256601.07336128983
2,3.0046329941860463,560888.8996284707,751482.207407918,457657.0596790733,678707.77013318
3,4.006177325581395,228289.71777685778,465676.8710921558,460910.85435266333,178976.55332107365
4,5.007721656976743,165840.7918976161,261034.20141098058,221593.58108834026,29399.298002625277
5,6.009265988372093,243803.30351037407,534440.0796383913,113371.82038280564,265512.1259854448
6,7.010810319767441,172869.54326394777,466140.5020396614,156438.16144325348,74067.38025170365
7,8.01235465116279,25596.96639807255,345794.2893501173,267811.617011576,111722.44744990281
8,9.013898982558139,46225.52397744277,225774.6951939663,155550.60858280602,91358.93038119923
9,10.015443313953487,51931.67271924634,211177.76275860253,75261.63373196144,196566.59236109597
10,11.016987645348836,28046.530277696293,117367.45765882745,318601.44341090694,140205.22601526065
11,12.018531976744185,10239.344238842163,199016.25304606467,166710.50170490085,28175.19265971981
12,13.020076308139533,113388.77806481381,111866.96237680859,87417.62756875512,129023.61849256999
13,14.021620639534882,317320.0077807349,305381.6573726651,1240057.8697026942,877050.987975506
14,15.02316497093023,404098.223624506,1058618.4189445376,289116.4461174766,974809.7148636577
15,16.02470930232558,187610.37172468338,178577.35938547069,1053474.4296006565,345076.53204358293
16,17.026253633720927,142782.78395143512,762432.587938064,1413750.4155014465,670606.6649313832
17,18.027797965116278,182274.31262298365,88336.28865516624,790926.1146743412,1237157.5786681466
18,19.029342296511626,202170.53470854825,247572.22819649012,434945.9338066594,195891.72292452873
19,20.030886627906973,142785.4914343558,35064.91057468566,162344.8869023264,372091.3014983344
20,21.032430959302324,296129.51553939003,517067.4937133805,521428.03036900854,136327.9376296395
21,22.033975290697672,96413.61403186535,360596.72273990716,252546.90814752178,979572.4072816855
22,23.03551962209302,225027.19687546298,113134.70035883882,821642.9962568361,170892.44113210362
23,24.03706395348837,117305.7330588739,185748.78306925955,308268.2723353506,291510.52388392924
24,25.03860828488372,142043.33540422225,217610.87444302524,159507.9441220378,204813.3312269312
25,26.040152616279066,116004.52231836712,360162.0058848168,409331.6756211508,173321.63131790212
26,27.041696947674414,175394.80576917302,279319.3546726875,118027.26064859814,221873.38789979267
27,28.043241279069765,37948.70451846926,208228.77848660015,39254.966947483445,5733.269578153916
28,29.044785610465112,138340.3283313394,182346.5420768742,278877.97132345615,196287.06588584642
29,30.04632994186046,89937.81150631818,138503.9125974337,134837.14989665488,15397.636508497506
30,31.04787427325581,101577.94303202831,87364.36297050494,5072.993752745003,94519.23970413931
31,32.04941860465116,18999.641881074742,98845.9664551788,107588.04592317133,109011.12333678089
32,33.05096293604651,38525.05856735491,271004.1581298839,126828.99654300844,178686.54591278743
33,34.052507267441854,117208.84474800806,247440.10720943482,158074.06819467078,330922.6909341836
34,35.054051598837205,172512.70073237442,528398.9560116407,262962.31662319234,316552.5605659097
35,36.055595930232556,146367.1213633439,75956.97996361773,109662.48050941188,220739.16326414476
36,37.0571402616279,164873.23348198886,75045.70254379338,183791.45544599099,267559.0740457566
37,38.05868459302325,20497.717390517864,113799.10695926493,134908.02749797187,45145.88115323005
38,39.0602289244186,368512.4612721591,438278.5224698879,368112.8025481265,302501.12693727977
39,40.06177325581395,97040.1947490325,226522.43299838464,36261.90279497876,207735.48670526038
40,41.0633175872093,192198.61220541492,92919.75367330921,280281.4644733063,306746.997053115
41,42.06486191860465,188997.3161600961,241961.98227224906,334601.9568324804,163386.49243484627
42,43.06640624999999,48192.4338900806,65436.550348148194,126864.25268594497,15920.689609362134
43,44.067950581395344,421055.0024203735,419535.1863148461,360689.82719199907,431401.2185315027
44,45.069494912790695,107706.91897808395,146302.63926471584,214591.26991263402,147913.45438400182
45,46.07103924418604,290908.5032249781,258495.74376984796,234318.74961935662,247734.73847485945
46,47.07258357558139,153857.89397930665,107443.45541222973,75787.27881079399,78803.68156082262
47,48.07412790697674,125710.46404193345,44436.329976942885,87761.86086545323,87451.255356421
48,49.075672238372086,253328.29926570202,272151.32165569224,137694.3439464904,134436.74008057357
49,50.07721656976744,99730.74767703954,108078.57183765102,86363.00031059525,69631.92071447938
50,51.07876090116278,147658.3791375883,120880.26553169332,85192.4599150428,129000.5021673429
51,52.08030523255813,97998.49826196778,103759.87960002909,88391.63870689839,170077.51826610416
52,53.08184956395348,171556.36500041795,154939.41659951812,79388.64458100089,147284.35104089027
53,54.08339389534883,39614.533234075534,34073.63987198463,38645.85841562492,45373.034690694716
54,55.08493822674418,57362.03712302597,89761.86365474573,27509.324196795114,25479.33724691824
55,56.08648255813953,37860.50224831855,39155.72391587106,50018.41958737305,33476.62839294968
56,57.08802688953487,58986.47579697852,41761.06760679052,49749.1035308433,55810.49427625862
57,58.089571220930225,119020.4994478384,110323.44994236597,70376.10856799436,84029.75427089316
58,59.091115552325576,148068.0601850523,68584.40384579457,105292.4363105001,92832.56382794441
59,60.09265988372092,37089.2191276144,17757.19372315938,48275.532487099605,56821.89659403669
60,61.09420421511627,47995.42551218819,65179.57663748354,61012.91216230506,30108.746765481203
61,62.09574854651162,209485.24654011082,144844.3340664018,108520.35762182785,49341.024852324124
62,63.097292877906966,236647.39614229067,225040.24227256846,223096.37930483843,236369.2385347749
63,64.09883720930232,34770.99851746632,53575.850578507714,58554.47383964446,28352.605016379846
64,65.10038154069767,349159.46587205946,337679.8654441051,294355.0469638284,265936.47560214147
65,66.10192587209302,351349.38962396624,338809.807998526,419978.5658185883,433749.4889205104
66,67.10347020348836,139149.05820495065,124673.53098525363,221774.7877120064,111912.24736674374
67,68.10501453488371,341054.3457059653,341097.8849938412,349027.0485068759,360284.76715988776
68,69.10655886627906,80093.42911360227,71754.95482054041,185324.79045220837,133629.20900358126
69,70.10810319767441,285064.83321817877,324014.48128264927,379038.9934908147,335370.4886574958
70,71.10964752906976,557277.9436708891,353683.31208893954,668466.034433157,208574.1741672573
71,72.11119186046511,154075.2873332838,59862.667637403116,133121.5016772537,116756.6575869743
72,73.11273619186045,202154.38025523673,192010.09394356515,329637.8063097928,234329.63452584174
73,74.1142805232558,90144.60437395527,183905.0243258247,288112.86079657316,291580.39140087576
74,75.11582485465115,321296.5125991134,395054.35899130045,627209.8455953293,525618.5561412227
75,76.1173691860465,288265.19916370104,331275.91523512546,491681.87187006645,467349.33421651175
76,77.11891351744185,205081.97966970698,284061.39433611435,359168.7364340229,383003.36488509446
77,78.1204578488372,288055.37520947173,323469.0000531275,421728.1914658181,404509.215888495
78,79.12200218023254,453951.01726117847,502014.43203091616,616741.820504868,541562.8739089159
79,80.1235465116279,301927.9620172816,387072.4867440489,483817.19360219693,434740.7181451832
80,81.12509084302324,40280.659929072244,80662.75055980629,93013.18182429584,105592.57031498943
81,82.1266351744186,359911.59307470755,399370.8055024716,460524.3701692651,470331.6538551588
82,83.12817950581395,259871.24914618555,263272.28478329105,395223.96107804886,319192.0219000199
83,84.1297238372093,147100.34447280157,209375.01888065273,186177.67764387367,240915.50776628166
84,85.13126816860463,175050.17048232848,168600.60484139773,150264.42124989573,175087.5766760724
85,86.13281249999999,286850.37867458694,262138.41142650414,270788.10714471684,269911.63819537265
86,87.13435683139534,92297.85251645799,48048.3019392321,99180.11090738108,65687.80997291145
87,88.13590116279069,192804.75838726963,181482.5576829251,232135.45539249378,186531.49997113552
88,89.13744549418604,96241.48568366798,140295.2322160867,150017.66919572218,185503.46217822953
89,90.13898982558139,97694.49169837251,89367.43949905399,133676.16592767354,94876.60845321212
90,91.14053415697673,167926.5520128081,142000.489575952,196313.99210515682,141423.71957977675
91,92.14207848837208,246346.67468869706,265000.53019877593,324787.8414936367,327819.9354726951
92,93.14362281976743,159006.4700541322,103999.28971367722,174633.20428373537,114589.71208779441
93,94.14516715116278,216861.39262549774,253274.2720172575,325440.80101397005,320498.6525296436
94,95.14671148255813,202552.37196935154,247830.07112416087,268545.29860879184,280385.06878387206
95,96.14825581395348,181286.80096085076,174962.1436485624,243829.020329091,154210.68334214087
96,97.14980014534882,69085.55085583359,69347.58407496006,84763.96433636986,106255.30380229968
97,98.15134447674417,208917.81101540787,238168.54621983797,243022.76736019162,243490.15529370567
98,99.15288880813952,221101.8729948332,188585.6341049959,326893.47100381454,193687.26167622756
99,100.15443313953487,130499.94212672769,125198.03380403516,237880.02894416076,165206.26157474986
100,101.15597747093022,73678.47920574603,41783.198229734844,134662.95171202085,78345.82784885357
101,102.15752180232556,138206.1069210095,192760.8693260416,331516.7421274266,274261.72831294744
102,103.15906613372091,150783.94500568105,156434.2212383901,312554.06666685984,207039.09025153468
103,104.16061046511626,42464.47774560721,61990.65830479178,105136.10743302724,106053.88827478948
104,105.16215479651162,91717.77070413926,72155.10449942564,147995.85236882808,85681.50393862225
105,106.16369912790697,200924.2116064044,246589.3647266126,393638.176138321,327481.80063239444
106,107.16524345930232,163122.0854855717,193668.8012123445,319948.09206240205,231353.88989460943
107,108.16678779069765,161655.9676972744,153546.58592177636,229156.76123180523,202162.2713260388
108,109.168332122093,102346.48314846095,111805.96389468343,132938.92929892152,157355.80509715594
109,110.16987645348836,227697.79967534,217061.27116842094,215302.13968890853,208998.33079444396
110,111.17142078488371,523393.19850209885,502836.46865099354,430057.10163429735,438210.2962440655
111,112.17296511627906,361532.17264112807,310465.8535673848,315598.6048650531,338825.89637826895
112,113.17450944767441,286701.90693957754,251630.2965080868,279119.5632774611,233125.89111613788
113,114.17605377906975,165625.07812790637,158582.29479674227,184680.2325390544,151079.4482632565
114,115.1775981104651,854770.9313126557,790960.8605266386,837214.4586103496,796266.393341062
